id_sonda	RA271	RA273	RA281	RA282	RA288	RA289	Media	Error estándar %
1563032_at	4.3	2.2	0.6	5.5	5.9	3.0	3.5833333333333335	21.165772002288445
1563033_x_at	38.5	13.6	3.1	4.8	5.5	4.1	11.6	44.04057900116769
1563034_at	10.2	21.0	3.2	7.5	15.9	11.6	11.566666666666665	20.181828686098896
1563040_s_at	1.4	1.2	1.3	5.6	7.7	32.9	8.35	55.01944505450995
1563043_at	4.7	2.6	2.1	10.4	9.8	6.4	6.0	21.946202461226317
1563044_at	7.8	9.1	6.5	18.9	14.0	34.3	15.1	25.82734287601574
1563045_at	59.4	38.3	65.7	65.2	16.2	129.8	62.43333333333333	22.786040381740165
1563048_at	59.0	20.5	30.9	16.8	18.1	51.0	32.71666666666667	20.659204011532907
1563051_at	65.3	128.6	31.6	54.0	57.2	33.6	61.71666666666667	21.372865104318482
1563053_at	7.9	29.2	5.6	6.2	5.7	17.5	12.016666666666667	29.655981697048432
1563055_at	0.8	2.6	1.8	11.7	9.4	21.6	7.983333333333333	37.34842322907276
1563059_at	36.3	29.4	59.1	8.4	8.1	8.2	24.91666666666666	31.03872336648707
1563061_at	5.1	35.9	9.7	5.2	8.5	5.5	11.65	38.49697422026557
1563062_at	9.3	38.3	38.8	84.4	30.6	51.1	42.083333333333336	22.063736828299984
1563068_at	37.4	4.3	9.4	34.7	25.4	53.6	27.466666666666665	25.028507091872942
1563069_at	26.1	23.0	12.9	41.4	82.9	49.0	39.21666666666667	23.80057497174894
1563071_at	13.8	22.3	4.4	11.8	56.3	12.2	20.133333333333333	34.45890217867343
1563072_at	3.3	11.6	15.3	27.2	6.1	16.7	13.366666666666667	23.771791290616445
1563073_at	52.6	8.0	48.2	16.9	12.8	25.3	27.300000000000008	25.6976524548065
1563074_at	6.6	3.5	4.4	16.7	21.7	10.1	10.5	25.86181469482855
1563076_x_at	90.2	49.8	54.6	90.3	4.1	54.1	57.18333333333334	20.764056841340874
1563079_at	33.2	12.3	87.2	44.8	16.2	18.5	35.36666666666667	29.671364006503676
1563085_at	4.2	3.2	12.6	29.8	18.4	16.4	14.1	26.147790446095172
1563087_at	6.7	28.1	30.1	4.5	14.2	3.4	14.500000000000002	30.68039810449732
1563089_at	59.2	11.7	10.7	19.7	34.7	25.8	26.96666666666667	25.110004369388594
1563091_at	7.9	36.5	31.8	19.3	4.4	23.0	20.483333333333334	23.148126950012518
1563092_at	8.5	5.3	33.1	49.1	62.1	44.3	33.73333333333333	25.18325431544619
1563097_at	34.5	8.9	22.0	13.2	9.8	9.6	16.333333333333332	23.16199163389673
1563098_at	26.5	9.1	3.0	10.3	10.3	11.5	11.783333333333333	24.718438240021406
1563101_at	44.0	7.8	14.2	20.6	6.3	52.6	24.25	29.96528105972512
1563103_at	58.6	31.8	29.6	144.0	114.3	84.2	77.08333333333333	22.219252329748002
1563104_at	42.2	67.4	2.7	43.1	52.6	27.1	39.18333333333333	21.1723447001737
1563105_at	104.7	47.7	39.5	27.2	28.8	16.6	44.083333333333336	26.68669879602018
1563107_at	5.5	13.9	5.0	18.9	12.0	53.1	18.066666666666666	37.025311232133475
1563109_at	7.6	6.2	6.9	24.3	12.5	13.0	11.75	21.566581760225287
1563110_at	21.8	3.2	2.9	4.5	9.5	2.7	7.433333333333334	37.52865832570504
1563112_at	32.5	2.3	5.4	70.2	90.0	71.3	45.28333333333333	30.570448324811363
1563113_at	7.6	2.5	2.4	9.9	11.5	12.7	7.766666666666666	21.394035452853096
1563115_at	109.3	51.7	37.4	49.2	7.5	56.6	51.95000000000001	23.805232498533062
1563119_at	54.0	89.6	19.6	25.6	16.1	26.6	38.58333333333333	27.382685444770754
1563120_at	7.9	9.7	26.5	25.8	77.7	18.8	27.733333333333338	34.52414636274063
1563121_at	43.1	27.4	45.2	14.9	16.5	4.3	25.233333333333334	24.212901179754535
1563127_at	44.3	51.1	77.4	17.4	23.3	26.6	40.01666666666667	20.86488547979213
1563128_at	37.3	3.4	12.4	11.7	12.3	24.3	16.9	26.49209633789779
1563129_at	11.5	36.7	16.1	7.2	10.1	36.4	19.666666666666668	25.374151284033967
1563131_at	42.1	50.2	75.2	137.4	98.1	20.9	70.64999999999999	22.302833303058772
1563132_at	40.9	1.7	40.3	40.1	40.5	19.5	30.5	20.05397476583498
1563133_at	47.6	4.9	1.5	41.3	9.2	5.1	18.266666666666666	41.87482414134954
1563139_at	3.0	5.8	2.7	10.0	17.9	9.8	8.200000000000001	25.9447059698707
1563145_at	17.6	14.8	5.7	32.1	11.3	6.5	14.66666666666667	24.661272770391378
1563149_at	52.6	6.6	15.1	4.7	25.3	8.4	18.783333333333335	36.08847752229746
1563154_at	7.2	4.4	3.6	13.8	47.0	6.1	13.683333333333332	45.53218662899276
1563157_at	9.8	3.4	20.8	29.3	32.6	9.6	17.583333333333332	25.05327014026748
1563160_at	2.3	2.0	16.9	5.1	30.5	31.9	14.783333333333331	34.88535330023731
1563162_at	27.2	25.6	39.1	4.2	3.7	28.0	21.3	24.95584743370975
1563168_at	7.4	4.2	10.3	82.2	95.2	76.2	45.916666666666664	34.72978351353211
1563169_at	51.6	3.8	19.4	45.9	6.5	27.9	25.849999999999998	28.62767262684971
1563170_at	9.3	24.1	17.0	10.5	20.4	54.0	22.55	27.133012316501308
1563171_at	96.2	26.4	53.6	160.4	84.2	69.0	81.63333333333334	20.839986528789407
1563178_at	9.8	4.7	52.2	14.2	37.1	65.7	30.616666666666664	30.373604305199066
1563185_at	27.0	29.8	5.5	47.9	6.8	17.4	22.399999999999995	26.621312608616226
1563186_at	8.8	2.7	0.8	16.9	11.8	29.3	11.716666666666667	33.208878926455164
1563187_at	33.5	9.1	19.4	27.3	6.2	2.6	16.349999999999998	28.249094661094276
1563189_at	2.6	6.1	32.6	44.2	22.7	4.2	18.733333333333334	34.315274548164886
1563190_at	7.0	75.3	4.7	17.5	12.2	8.4	20.85	48.349715530581804
1563203_at	4.1	5.2	19.3	4.2	11.4	15.7	9.983333333333334	24.332089120927833
1563207_at	18.4	6.5	24.1	43.8	19.8	38.4	25.166666666666668	20.374259455797343
1563208_s_at	15.4	66.7	94.2	65.8	26.7	88.2	59.5	20.082216905047797
1563209_a_at	68.6	8.7	8.5	9.9	17.1	23.1	22.650000000000002	38.23366561898604
1563217_at	4.2	19.2	21.0	17.1	13.3	2.7	12.916666666666666	22.4541464396751
1563219_at	3.8	9.1	3.3	16.9	10.0	7.9	8.499999999999998	21.716073559154413
1563221_at	64.8	12.6	4.1	98.3	95.9	125.7	66.89999999999999	27.495815132637595
1563222_at	61.1	12.1	64.7	62.3	145.6	95.4	73.53333333333332	22.442939137937557
1563223_a_at	47.5	30.6	5.7	60.5	77.9	41.9	44.01666666666667	21.029492721769994
1563226_at	28.4	3.2	5.4	20.7	36.2	45.6	23.25	27.02114381318078
1563228_x_at	48.3	8.2	35.7	27.9	14.3	6.1	23.416666666666668	26.67556725530237
1563229_at	53.1	40.3	3.9	5.0	4.4	20.5	21.200000000000003	37.098922494263284
1563235_at	5.8	8.8	43.9	45.9	23.4	7.8	22.600000000000005	30.30731209233245
1563241_at	58.4	11.0	35.9	44.6	22.2	6.7	29.799999999999997	25.13059643676988
1563245_at	5.4	51.1	8.0	86.1	45.5	28.2	37.38333333333333	30.2311493562608
1563253_s_at	224.4	173.8	69.8	191.3	119.3	21.0	133.26666666666668	21.713028544586063
1563259_at	32.1	41.0	28.5	6.9	83.2	13.5	34.199999999999996	29.474045193082176
1563260_at	16.1	9.1	21.4	149.5	105.5	36.1	56.28333333333334	38.125837929824435
1563265_at	22.3	22.1	11.8	58.6	7.2	6.0	21.333333333333332	34.1976366561285
1563274_at	24.6	2.8	6.3	46.6	17.6	20.4	19.71666666666667	29.497372181515253
1563277_at	40.2	5.5	16.6	9.4	21.4	9.2	17.05	27.79648572290708
1563279_at	7.4	3.8	12.1	11.7	15.7	34.0	14.116666666666667	27.921724310990115
1563287_at	60.1	14.4	65.1	15.4	18.1	17.9	31.833333333333332	28.011172537745004
1563290_at	137.2	14.5	29.1	38.5	69.3	22.4	51.83333333333332	33.0224193296387
1563295_at	77.9	15.2	85.9	59.0	12.2	37.8	48.0	24.337627649357398
1563297_s_at	63.0	3.9	47.5	34.5	81.0	120.2	58.35	25.565983474225355
1563299_at	41.5	17.8	22.3	64.1	28.6	3.1	29.566666666666663	26.605304782237233
1563300_at	48.5	97.6	19.4	22.9	18.0	77.5	47.31666666666666	26.53684167221691
1563310_a_at	19.2	9.8	4.7	58.8	75.0	26.9	32.4	32.51036945866772
1563312_at	3.3	3.9	8.5	11.9	13.1	21.8	10.416666666666666	24.56759925864417
1563316_at	124.1	85.4	83.4	56.5	10.4	35.7	65.91666666666666	22.832276077360632
1563319_at	3.1	2.6	2.4	19.8	11.0	9.0	7.983333333333333	31.91959165715403
1563324_at	7.2	45.6	44.7	17.0	17.2	8.6	23.38333333333333	27.6730982427592
1563325_at	40.6	48.3	1.9	34.5	15.5	3.8	24.100000000000005	30.498944604614366
1563327_a_at	3.9	4.1	4.6	27.7	10.9	7.4	9.766666666666666	35.04378846644408
1563329_s_at	27.5	11.8	24.6	9.3	5.0	20.5	16.45	20.48448316505656
1563331_at	5.6	14.8	8.2	46.7	26.6	91.5	32.233333333333334	37.80015230069467
1563332_at	15.5	2.4	25.9	47.7	17.2	17.2	20.983333333333334	26.84139625092946
1563339_at	32.4	7.2	21.8	30.7	6.2	5.5	17.3	27.117021967936704
1563341_at	13.6	3.7	14.3	39.8	21.6	22.7	19.283333333333335	23.47900126156171
1563345_at	10.9	18.3	63.0	24.8	82.1	14.3	35.56666666666667	31.057894907095573
1563348_at	35.8	65.3	43.7	23.1	15.5	19.3	33.78333333333334	20.660804150126857
1563351_at	25.8	3.9	1.7	32.2	8.1	4.8	12.75	37.74712101643898
1563361_at	10.6	5.0	3.3	14.8	19.1	6.1	9.816666666666668	23.470617602601227
1563362_at	5.5	69.3	55.6	142.9	93.5	92.5	76.55	22.29249470176712
1563364_at	52.0	44.4	79.7	17.6	14.7	40.3	41.449999999999996	21.53636774972937
1563369_at	4.1	2.8	9.2	14.7	12.8	24.4	11.333333333333334	26.055293435927666
1563371_at	6.9	3.6	5.5	34.3	62.4	16.1	21.466666666666665	40.008008309354075
1563373_at	37.7	46.0	21.7	28.6	8.6	10.1	25.45	21.87623745489229
1563376_at	20.2	44.4	38.6	12.8	29.6	7.7	25.549999999999997	21.1559072385802
1563379_at	8.0	21.1	19.2	20.5	43.2	6.6	19.766666666666666	24.777924342135428
1563389_at	5.0	14.2	3.9	14.8	18.9	2.9	9.95	25.5406812807981
1563391_at	164.7	84.9	49.7	123.9	28.8	87.6	89.93333333333334	20.411208677401564
1563392_at	9.6	4.9	18.2	20.6	7.9	2.5	10.616666666666667	25.514349781883844
1563396_x_at	4.1	11.2	15.7	2.8	1.7	8.8	7.383333333333333	27.63078655825358
1563397_at	62.5	21.9	7.3	55.8	17.3	12.2	29.5	29.785426472002364
1563398_at	31.2	59.0	20.2	21.2	23.8	9.5	27.483333333333334	22.985213125789457
1563404_at	4.6	53.9	5.9	78.0	100.7	26.0	44.85	32.8039153869768
1563420_at	9.2	9.1	3.6	47.7	49.3	15.5	22.399999999999995	34.22521996553628
1563427_at	72.9	61.9	20.0	17.8	29.4	43.3	40.88333333333333	20.680378870734067
1563445_x_at	467.4	118.0	117.8	246.9	274.2	154.9	229.86666666666667	21.675566706135857
1563450_at	17.4	32.9	59.8	11.4	7.3	10.5	23.21666666666667	32.26949008010196
1563454_at	31.5	17.1	2.0	66.4	17.7	1.8	22.75	39.51139953252511
1563456_at	17.1	20.9	11.4	5.3	17.1	2.8	12.433333333333332	21.61435492052853
1563460_at	23.9	14.4	37.8	43.3	12.5	10.0	23.649999999999995	22.090690919955648
1563462_at	2.3	13.1	2.5	12.7	5.6	22.2	9.733333333333333	29.668947575551464
1563465_at	0.5	1.0	9.0	10.2	4.1	1.8	4.433333333333333	35.3490092161007
1563469_at	241.2	82.7	110.1	100.3	67.8	77.6	113.28333333333332	21.228046863256758
1563471_at	35.0	110.2	47.6	59.0	28.6	6.8	47.86666666666667	27.48865203863528
1563473_at	183.6	95.7	113.4	68.4	18.1	51.6	88.46666666666668	24.15398154362792
1563474_at	16.2	32.1	30.1	55.5	69.7	19.8	37.23333333333334	21.049509171611096
1563477_at	6.2	2.7	41.5	7.6	6.6	7.3	11.983333333333333	45.30294278770153
1563480_at	86.6	43.1	77.2	20.5	10.3	34.5	45.36666666666667	25.145315993890215
1563486_at	2.1	8.5	28.6	40.4	68.4	39.9	31.316666666666666	28.72364897849515
1563494_at	2.7	3.5	2.7	9.7	13.6	19.4	8.6	29.92790246898599
1563495_at	8.6	2.0	42.2	27.0	15.1	40.3	22.53333333333333	27.609603675083367
1563496_at	46.1	27.2	15.2	8.0	47.9	6.7	25.183333333333334	27.24058180617695
1563498_s_at	5.2	50.3	11.8	43.9	35.2	35.1	30.249999999999996	22.067852443837264
1563502_at	10.0	25.1	35.5	17.9	10.4	9.1	18.0	21.86518739350492
1563507_at	4.1	26.2	34.8	51.5	66.4	81.6	44.1	23.798123222880072
1563512_at	124.4	60.1	99.9	28.9	47.9	37.3	66.41666666666666	21.17628336239155
1563519_at	2.6	11.9	1.6	13.5	11.8	6.2	7.9333333333333345	24.24931606002137
1563522_at	13.0	4.7	16.4	8.8	16.2	59.3	19.73333333333333	37.58202365828978
1563523_at	18.9	30.2	51.2	13.6	11.0	48.5	28.899999999999995	22.614044421888526
1563529_at	41.9	104.7	39.1	17.2	52.2	18.0	45.51666666666666	26.304370196331533
1563531_at	87.1	35.3	40.9	77.5	108.1	13.5	60.4	22.230516332724992
1563532_at	34.4	19.2	60.3	12.0	18.7	66.8	35.23333333333333	24.560107270267682
1563539_at	54.0	9.3	55.4	14.8	14.9	4.7	25.516666666666666	33.485211845054785
1563541_at	8.8	6.1	6.4	13.2	26.0	9.3	11.633333333333333	23.98733210100165
1563553_at	38.8	28.7	7.3	12.5	14.4	42.6	24.05	22.883455829038972
1563557_at	22.2	22.2	5.5	69.3	71.5	36.1	37.8	26.67763484858039
1563560_at	42.6	8.7	80.6	32.4	27.4	35.6	37.88333333333333	23.461227214350412
1563561_at	7.3	4.5	27.4	7.7	5.7	2.9	9.250000000000002	36.53328108139917
1563565_at	47.1	16.6	10.7	25.0	12.3	13.2	20.816666666666666	24.793864504142036
1563568_at	21.1	35.9	6.9	13.9	69.5	61.5	34.800000000000004	27.600088966654607
1563569_at	18.0	16.1	11.6	17.8	56.3	56.4	29.366666666666664	26.68542121358321
1563571_at	5.4	12.7	4.1	28.8	16.6	12.2	13.299999999999999	25.055136716453514
1563584_at	90.8	71.5	36.7	16.8	7.2	30.8	42.300000000000004	28.550877872108366
1563586_at	11.3	7.7	35.6	14.3	25.7	5.6	16.7	25.97380885544471
1563589_at	2.3	5.1	33.8	129.8	39.1	52.1	43.699999999999996	39.64761571513471
1563590_at	20.1	63.8	32.6	118.6	57.7	36.5	54.88333333333333	23.895202139805757
1563591_at	5.2	19.0	36.4	34.3	6.7	3.0	17.433333333333334	31.992552329990865
1563597_at	11.3	8.0	16.4	27.7	21.3	84.8	28.25	37.704123459555625
1569106_s_at	179.3	262.0	43.9	377.0	263.8	68.0	199.0	23.903431539762447
1563606_a_at	7.2	1.5	5.6	18.4	16.8	20.3	11.633333333333333	25.075044112368822
1563607_x_at	5.2	56.8	54.8	141.9	144.2	104.2	84.51666666666667	24.300267070329326
1563608_a_at	9.1	22.2	23.6	100.2	64.4	17.6	39.516666666666666	33.370936072674795
1563611_at	35.9	45.5	43.1	122.7	55.8	46.6	58.26666666666667	20.601188779261623
1563612_at	109.8	22.4	10.8	92.1	60.4	2.9	49.73333333333333	33.4667812913348
1563614_at	42.5	1.4	28.9	3.6	12.9	24.9	19.03333333333333	31.19591922802214
1563620_at	5.1	31.5	9.2	6.3	16.8	16.1	14.166666666666666	25.771778060622786
1563621_at	35.8	27.2	83.1	18.5	34.1	19.7	36.4	24.531529613999584
1563632_at	41.9	13.1	89.1	97.3	30.5	71.3	57.199999999999996	22.02962925895674
1563635_at	4.7	69.9	16.4	14.9	8.2	6.4	20.083333333333336	46.11023427487015
1563637_at	1.4	16.2	22.9	4.1	42.2	31.3	19.683333333333334	29.835403658526594
1563638_at	78.9	12.4	30.5	140.5	85.1	57.3	67.45	25.05047273674329
1563643_at	30.0	2.6	3.2	13.9	15.4	9.0	12.350000000000001	30.57313152977902
1563649_at	15.1	17.5	31.8	47.6	8.1	21.1	23.53333333333333	22.38647531984194
1563654_at	5.2	6.9	2.9	20.4	9.1	19.7	10.700000000000001	26.21176469706812
1563655_at	55.4	4.1	37.0	52.0	68.3	13.7	38.416666666666664	24.37432178961309
1563656_at	59.1	24.3	6.6	27.7	15.6	9.7	23.833333333333332	29.86131352677239
1563659_at	41.4	8.5	5.2	8.4	8.9	4.0	12.733333333333334	41.519045349155434
1563660_at	17.6	2.0	14.2	4.0	21.8	24.8	14.066666666666665	24.69614237488266
1563671_at	40.9	8.3	15.7	39.6	7.5	10.0	20.333333333333332	28.769596610860955
1563679_at	3.4	5.4	2.7	39.1	37.3	30.8	19.783333333333335	33.36469495054392
1563680_at	35.7	1.2	19.4	3.5	6.3	11.0	12.850000000000001	37.467739441240944
1563681_at	4.1	20.8	27.4	55.1	17.0	39.8	27.366666666666664	24.479409516071637
1563685_at	5.2	3.1	7.2	18.9	23.3	14.8	12.083333333333334	25.11664425177208
1563692_at	9.6	12.7	26.3	7.6	20.2	7.7	14.016666666666666	20.298777841918657
1563693_at	16.7	38.8	34.3	17.3	10.0	9.3	21.066666666666666	22.148696272430843
1563696_at	29.9	4.4	8.1	65.4	14.7	10.9	22.233333333333334	38.40769103294074
1563704_at	12.6	8.3	36.4	61.2	40.8	36.4	32.61666666666667	22.30013303604711
1563708_at	9.1	16.1	5.5	27.1	106.8	26.3	31.816666666666666	44.23473738551222
1563709_at	150.7	92.5	10.7	159.0	31.2	14.2	76.38333333333333	32.9693949452782
1563720_at	41.0	5.2	32.7	56.5	30.2	7.7	28.88333333333333	25.38574916806333
1563721_at	9.3	27.3	2.8	5.1	12.3	4.7	10.25	32.869467248337074
1563724_at	41.1	18.5	4.7	23.8	4.3	11.2	17.266666666666666	30.141394291180223
1563725_at	88.3	34.7	65.1	18.1	22.3	50.9	46.56666666666666	21.605344385906065
1563742_at	9.9	5.0	3.8	72.9	8.2	11.5	18.55	53.80894547750296
1563743_at	102.2	6.8	26.2	8.1	7.0	33.0	30.549999999999997	44.925662915405766
1563750_at	9.8	9.4	44.6	15.3	15.8	6.2	16.85	31.156406500523172
1563754_at	82.6	87.3	7.5	28.4	35.3	9.5	41.76666666666666	31.360950624060933
1563771_a_at	12.1	20.2	8.3	50.0	11.2	6.1	17.98333333333333	33.9965355282901
1563794_s_at	3.2	5.6	5.3	6.6	13.2	4.5	6.400000000000001	20.501921276838093
1563797_at	17.2	31.8	10.0	31.1	3.3	35.1	21.416666666666668	22.889808540019803
1563801_at	9.9	22.4	2.5	39.1	16.7	22.3	18.816666666666666	24.841929765314863
1563802_at	33.6	19.5	38.7	121.4	139.6	26.5	63.21666666666667	31.146993101122245
1563814_at	6.5	4.3	9.5	18.3	21.4	35.5	15.916666666666666	27.386720084309584
1563816_at	76.1	12.7	55.5	116.1	41.6	49.4	58.56666666666666	22.230745899421592
1563825_at	25.8	7.8	16.1	58.4	6.6	4.5	19.866666666666664	38.3707016388907
1563827_at	33.6	15.4	4.0	104.9	23.1	5.2	31.03333333333333	45.470594370633
1563828_at	17.7	6.7	7.0	35.0	33.5	16.3	19.366666666666667	23.87582443665025
1563833_at	60.2	44.4	30.3	34.9	7.7	4.5	30.333333333333332	26.295519261132217
1563834_a_at	5.7	2.5	9.2	48.2	27.8	23.9	19.549999999999997	32.989738879096144
1563840_at	37.4	17.8	3.1	48.6	32.3	43.6	30.466666666666665	20.917719135450145
1563845_at	50.1	15.6	2.6	10.0	10.0	4.3	15.433333333333332	42.50929176136879
1563858_at	4.1	4.4	24.8	14.5	3.4	3.2	9.066666666666666	36.30378968671274
1563860_at	7.2	4.9	2.3	15.9	19.3	13.8	10.566666666666668	23.761782974746527
1563862_at	82.8	21.6	55.7	23.9	10.0	15.9	34.98333333333334	30.15352331773195
1563867_at	39.9	13.6	18.1	58.1	59.2	23.1	35.33333333333333	21.240945411059723
1563868_a_at	4.3	4.3	2.8	20.8	18.7	48.4	16.55	39.34322823460338
1563874_at	193.6	75.8	112.9	41.6	84.6	68.2	96.11666666666667	20.576633794193047
1563876_at	3.2	55.4	1.5	26.5	19.7	49.2	25.916666666666668	32.55435004196115
1563881_at	24.7	44.7	31.1	88.2	13.4	9.7	35.3	30.42209501297605
1563882_a_at	5.9	20.5	5.4	69.2	11.2	9.8	20.333333333333332	44.99748666675135
1563886_at	52.2	4.0	5.7	16.6	72.1	11.5	27.016666666666666	39.017104176719144
1563887_at	14.4	13.2	54.8	70.9	26.6	11.8	31.950000000000003	29.200361778511834
1563897_at	82.1	45.0	37.5	10.4	6.8	24.5	34.38333333333333	30.01040018928306
1563898_at	63.0	2.9	5.1	45.8	47.1	18.8	30.450000000000003	30.52251742394188
1563899_at	8.7	20.9	12.0	32.2	6.9	11.2	15.316666666666668	23.307230510371294
1563900_at	44.5	15.9	48.4	48.0	77.2	14.5	41.416666666666664	21.132195653601293
1563903_x_at	33.0	56.5	17.4	11.2	96.4	19.9	39.06666666666667	30.885702410578865
1563904_at	12.3	2.0	22.4	5.9	15.8	11.4	11.633333333333335	23.07672659474467
1563907_at	19.3	4.6	5.7	23.5	18.7	10.0	13.633333333333333	21.623747969502137
1563913_at	11.1	5.5	18.9	54.0	8.7	8.1	17.716666666666665	38.612375380064485
1563916_at	108.6	22.8	36.9	27.8	25.0	9.0	38.35	34.57660275643025
1563920_at	49.6	18.1	15.5	45.2	15.1	7.4	25.150000000000002	26.16322832930597
1563927_a_at	34.3	13.3	17.3	2.6	29.2	13.3	18.333333333333332	23.571472696224784
1563943_at	9.2	12.6	19.8	103.8	74.6	40.2	43.36666666666667	32.852198686915315
1563946_at	42.0	16.6	13.1	40.6	23.2	13.0	24.75	20.105211366330973
1563950_at	42.1	20.5	4.8	81.1	44.1	19.4	35.333333333333336	28.393771180343396
1563958_at	42.1	11.9	9.8	10.9	7.5	12.4	15.766666666666667	30.77096630790163
1564635_a_at	3.3	5.6	4.0	14.9	15.0	25.7	11.416666666666666	28.596313142270212
1563975_at	71.8	38.6	9.5	53.0	7.2	50.4	38.416666666666664	24.85187775137278
1563978_at	20.1	2.7	20.5	34.6	9.7	6.1	15.616666666666667	28.170343659625924
1563985_at	38.5	8.3	17.5	11.7	9.5	5.3	15.133333333333333	29.929076875107242
1563993_at	73.1	40.0	23.9	14.6	37.9	24.3	35.63333333333333	21.619270595723293
1563997_at	67.1	76.1	75.8	24.0	7.2	56.9	51.18333333333333	21.068605422533558
1564000_at	4.5	3.3	4.4	8.4	11.0	43.3	12.483333333333334	45.90050129003102
1564002_a_at	25.3	8.7	38.3	17.3	32.2	10.1	21.983333333333334	20.36036562046119
1564003_at	11.6	5.2	3.3	20.3	45.2	25.4	18.5	31.457828920728325
1564004_at	24.5	1.8	38.1	48.7	10.7	11.3	22.51666666666667	29.856177293200354
1564015_at	36.6	3.0	4.3	47.2	21.6	15.2	21.316666666666666	30.941230608183574
1564022_at	3.3	5.6	9.4	34.4	47.9	27.4	21.333333333333332	31.52683370542598
1564039_at	58.0	12.3	53.9	49.7	48.1	9.4	38.56666666666666	21.030465716750452
1564040_a_at	10.6	4.6	12.4	26.3	8.2	28.1	15.033333333333337	24.284525301127516
1564044_at	37.7	82.7	35.3	27.4	22.1	23.7	38.15	22.168811078625282
1564049_at	21.3	6.4	26.1	29.3	14.0	56.0	25.51666666666667	24.95535793488623
1564051_at	76.7	24.2	37.8	23.5	19.2	22.0	33.9	24.12054389780941
1564052_at	81.0	60.5	114.1	44.4	11.4	48.3	59.949999999999996	21.731476258049636
1564056_at	19.4	44.4	5.0	12.9	52.0	34.2	27.98333333333333	24.660471273560628
1564063_a_at	20.5	43.7	113.0	147.5	187.0	116.1	104.63333333333333	22.308395882417628
1564066_at	133.4	130.8	63.5	63.0	72.6	9.4	78.78333333333335	22.21149857890145
1564070_s_at	17.0	13.6	16.3	60.1	15.0	5.3	21.216666666666665	34.27599347958816
1564072_at	19.0	16.9	3.2	14.6	45.7	68.9	28.05	32.462384189159245
1564075_a_at	4.0	18.2	22.2	53.8	34.6	22.6	25.899999999999995	24.228290607769765
1564078_at	51.7	1.2	6.8	50.8	23.2	16.4	25.016666666666666	32.31974690939431
1564083_at	84.4	5.9	59.8	15.9	11.2	57.6	39.13333333333333	30.83461572217765
1564097_at	18.1	27.5	2.5	67.1	11.9	6.2	22.216666666666665	39.774716877365464
1564107_at	12.5	17.6	2.0	65.7	6.0	27.2	21.833333333333332	39.681246511533985
1564109_at	30.2	7.4	7.8	18.8	14.0	9.0	14.533333333333333	22.66971053826391
1564117_at	44.5	105.8	72.9	11.9	53.6	7.8	49.41666666666668	28.039272875003345
1564121_at	10.6	48.3	56.9	83.5	15.4	9.7	37.4	30.203911503200935
1564122_at	93.6	8.4	62.2	32.4	47.0	44.6	48.03333333333333	22.23138313819796
1564125_at	45.3	47.2	17.7	31.2	10.3	10.4	27.01666666666667	23.094833062150826
1564128_at	3.2	2.6	0.9	9.2	16.2	2.4	5.75	38.04451344347301
1564130_x_at	11.9	5.3	24.3	32.2	49.2	5.4	21.383333333333336	30.220604959832116
1564134_at	64.5	67.4	26.1	19.3	13.8	70.6	43.616666666666674	22.66126820526761
1564138_at	57.6	2.1	13.6	17.3	14.7	10.6	19.316666666666666	37.57020428867309
1564143_at	76.8	36.5	53.3	18.8	16.7	32.6	39.11666666666667	21.666232349648244
1564149_at	3.0	2.2	2.0	6.9	9.8	6.2	5.016666666666667	23.23880092774182
1564151_at	10.1	36.0	22.2	33.1	9.4	2.8	18.933333333333334	26.871430676769187
1564152_at	14.4	7.4	3.8	12.6	52.4	6.5	16.183333333333334	41.85779735809505
1564154_at	92.5	39.2	98.9	16.2	24.4	8.2	46.56666666666666	31.586251861805
1564155_x_at	158.2	103.1	23.2	108.3	50.7	38.3	80.3	23.911939691865186
1564158_a_at	4.1	5.5	34.2	76.4	55.3	38.2	35.61666666666667	29.446052130904278
1564166_s_at	76.3	58.5	42.9	17.8	6.5	33.6	39.26666666666667	24.46079032799565
1564169_at	23.1	4.9	13.7	6.0	12.3	3.8	10.633333333333333	25.68971414502295
1564175_at	30.1	12.5	1.6	66.3	21.5	16.8	24.8	33.70119810695719
1564192_at	5.5	4.6	4.1	9.4	20.8	4.3	8.116666666666667	29.92796998652109
1564193_at	97.3	69.0	18.8	134.5	9.2	48.3	62.85	28.29970928017158
1564209_at	20.7	41.1	45.4	97.8	50.1	34.1	48.199999999999996	20.389616287441854
1564215_at	2.4	28.0	21.1	15.8	32.8	7.0	17.849999999999998	24.663207630265173
1564220_a_at	8.0	10.1	9.8	16.2	27.1	34.6	17.633333333333336	22.96715078461785
1564224_x_at	144.4	69.4	20.8	25.7	139.6	73.4	78.88333333333333	25.266671856054508
1564227_at	2.9	53.8	34.6	46.9	14.8	41.1	32.35	22.626154346128963
1564235_at	7.0	5.3	42.2	23.0	11.4	54.1	23.833333333333332	31.550269395299978
1564236_at	62.9	20.5	68.0	86.2	19.7	34.4	48.61666666666667	21.19122062769066
1564237_at	10.3	73.9	7.6	109.3	94.0	76.2	61.88333333333333	25.884135573055246
1564242_at	23.0	5.4	4.5	25.4	30.0	30.2	19.75	22.250893928501448
1564244_a_at	5.0	6.5	21.2	7.4	16.1	5.0	10.200000000000001	24.857017752319997
